acronym,color_hex_triplet,failed_facet,graph_order,id,name,parent_structure_id,st_level,structure_id_path,structure_name_facet
Br,A0A0A0,734881840,0,4005,brain,,,/4005/,3016132225
GM,787878,734881840,1,4006,gray matter,4005,,/4005/4006/,3597827070
Tel,D988A3,734881840,2,4007,telencephalon,4006,,/4005/4006/4007/,2480649783
Cx,EDA65F,734881840,3,4008,cerebral cortex,4007,,/4005/4006/4007/4008/,1590308642
FL,E8CD59,734881840,4,4009,frontal lobe,4008,,/4005/4006/4007/4008/4009/,1308459316
AOrG,E8BF59,734881840,5,4053,anterior orbital gyrus,4009,,/4005/4006/4007/4008/4009/4053/,1560094274
AOrG,E8BF59,734881840,6,4054,"anterior orbital gyrus, left",4053,,/4005/4006/4007/4008/4009/4053/4054/,1190468595
AOrG,E8BF59,734881840,7,4055,"anterior orbital gyrus, right",4053,,/4005/4006/4007/4008/4009/4053/4055/,3542854948
fro,E8C159,734881840,8,4078,frontal operculum,4009,,/4005/4006/4007/4008/4009/4078/,3661235456
fro,E8C159,734881840,9,4079,"frontal operculum, left",4078,,/4005/4006/4007/4008/4009/4078/4079/,2351322317
fro,E8C159,734881840,10,4080,"frontal operculum, right",4078,,/4005/4006/4007/4008/4009/4078/4080/,310404032
FP,E8C359,734881840,11,4888,frontal pole,4009,,/4005/4006/4007/4008/4009/4888/,3383837853
FP,E8C359,734881840,12,4889,"frontal pole, left",4888,,/4005/4006/4007/4008/4009/4888/4889/,1819610298
FP-s,E8C359,734881840,13,4890,"frontal pole, left, superior aspect",4889,,/4005/4006/4007/4008/4009/4888/4889/4890/,4226780077
FPi,E8C359,734881840,14,4891,"frontal pole, left, inferior aspect",4889,,/4005/4006/4007/4008/4009/4888/4889/4891/,3857323890
FPm,E8C359,734881840,15,4892,"frontal pole, left, medial aspect",4889,,/4005/4006/4007/4008/4009/4888/4889/4892/,3836718923
FP,E8C359,734881840,16,4893,"frontal pole, right",4888,,/4005/4006/4007/4008/4009/4888/4893/,3691107335
FP-s,E8C359,734881840,17,4894,"frontal pole, right, superior aspect",4893,,/4005/4006/4007/4008/4009/4888/4893/4894/,689825430
FPi,E8C359,734881840,18,4895,"frontal pole, right, inferior aspect",4893,,/4005/4006/4007/4008/4009/4888/4893/4895/,924351049
FPm,E8C359,734881840,19,4896,"frontal pole, right, medial aspect",4893,,/4005/4006/4007/4008/4009/4888/4893/4896/,50592146
GRe,E8C459,734881840,20,4047,gyrus rectus,4009,,/4005/4006/4007/4008/4009/4047/,4052562669
GRe,E8C459,734881840,21,4048,"gyrus rectus, left",4047,,/4005/4006/4007/4008/4009/4047/4048/,2168514341
GRe,E8C459,734881840,22,4049,"gyrus rectus, right",4047,,/4005/4006/4007/4008/4009/4047/4049/,3160174393
IFG,E8C659,734881840,23,4035,inferior frontal gyrus,4009,,/4005/4006/4007/4008/4009/4035/,1634435453
IFG,E8C659,734881840,24,4036,"inferior frontal gyrus, left",4035,,/4005/4006/4007/4008/4009/4035/4036/,3309708726
IFG,E8C659,734881840,25,4037,"inferior frontal gyrus, right",4035,,/4005/4006/4007/4008/4009/4035/4037/,3575556869
opIFG,E8C659,734881840,26,4041,"inferior frontal gyrus, opercular part",4035,,/4005/4006/4007/4008/4009/4035/4041/,1454432347
opIFG,E8C659,734881840,27,4042,"inferior frontal gyrus, opercular part, left",4041,,/4005/4006/4007/4008/4009/4035/4041/4042/,1620070637
opIFG,E8C659,734881840,28,4043,"inferior frontal gyrus, opercular part, right",4041,,/4005/4006/4007/4008/4009/4035/4041/4043/,688059660
orIFG,E8C659,734881840,29,4044,"inferior frontal gyrus, orbital part",4035,,/4005/4006/4007/4008/4009/4035/4044/,1738148232
orIFG,E8C659,734881840,30,4045,"inferior frontal gyrus, orbital part, left",4044,,/4005/4006/4007/4008/4009/4035/4044/4045/,1004034879
orIFG,E8C659,734881840,31,4046,"inferior frontal gyrus, orbital part, right",4044,,/4005/4006/4007/4008/4009/4035/4044/4046/,1099173631
trIFG,E8C659,734881840,32,4038,"inferior frontal gyrus, triangular part",4035,,/4005/4006/4007/4008/4009/4035/4038/,521440967
trIFG,E8C659,734881840,33,4039,"inferior frontal gyrus, triangular part, left",4038,,/4005/4006/4007/4008/4009/4035/4038/4039/,2440329188
trIFG,E8C659,734881840,34,4040,"inferior frontal gyrus, triangular part, right",4038,,/4005/4006/4007/4008/4009/4035/4038/4040/,1345300879
IRoG,E8C859,734881840,35,4900,inferior rostral gyrus,4009,,/4005/4006/4007/4008/4009/4900/,1612226436
IRoG,E8C859,734881840,36,4901,"inferior rostral gyrus, left",4900,,/4005/4006/4007/4008/4009/4900/4901/,1346576833
IRoG,E8C859,734881840,37,4902,"inferior rostral gyrus, right",4900,,/4005/4006/4007/4008/4009/4900/4902/,468339358
LOrG,E8CA59,734881840,38,4059,lateral orbital gyrus,4009,,/4005/4006/4007/4008/4009/4059/,4022660210
LOrG,E8CA59,734881840,39,4060,"lateral orbital gyrus, left",4059,,/4005/4006/4007/4008/4009/4059/4060/,2870025030
LOrG,E8CA59,734881840,40,4061,"lateral orbital gyrus, right",4059,,/4005/4006/4007/4008/4009/4059/4061/,1758268967
MOrG,E8CB59,734881840,41,4050,medial orbital gyrus,4009,,/4005/4006/4007/4008/4009/4050/,2938661551
MOrG,E8CB59,734881840,42,4051,"medial orbital gyrus, left",4050,,/4005/4006/4007/4008/4009/4050/4051/,3609469637
MOrG,E8CB59,734881840,43,4052,"medial orbital gyrus, right",4050,,/4005/4006/4007/4008/4009/4050/4052/,469821828
MFG,E8CD59,734881840,44,4028,middle frontal gyrus,4009,,/4005/4006/4007/4008/4009/4028/,2361053306
MFG,E8CD59,734881840,45,4029,"middle frontal gyrus, left",4028,,/4005/4006/4007/4008/4009/4028/4029/,3806490234
MFG-s,E8CD59,734881840,46,4030,"middle frontal gyrus, left, superior bank of gyrus",4029,,/4005/4006/4007/4008/4009/4028/4029/4030/,2958548709
MFG-i,E8CD59,734881840,47,4031,"middle frontal gyrus, left, inferior bank of gyrus",4029,,/4005/4006/4007/4008/4009/4028/4029/4031/,4284404909
MFG,E8CD59,734881840,48,4032,"middle frontal gyrus, right",4028,,/4005/4006/4007/4008/4009/4028/4032/,1206616533
MFG-s,E8CD59,734881840,49,4033,"middle frontal gyrus, right, superior bank of gyrus",4032,,/4005/4006/4007/4008/4009/4028/4032/4033/,480600034
MFG-i,E8CD59,734881840,50,4034,"middle frontal gyrus, right, inferior bank of gyrus",4032,,/4005/4006/4007/4008/4009/4028/4032/4034/,1403803050
OlfA,E8CE59,734881840,51,265504406,olfactory area,4009,,/4005/4006/4007/4008/4009/265504406/,923889259
OlfA,E8CE59,734881840,52,265504410,"olfactory area, left",265504406,,/4005/4006/4007/4008/4009/265504406/265504410/,3607004868
OlfA,E8CE59,734881840,53,265504414,"olfactory area, right",265504406,,/4005/4006/4007/4008/4009/265504406/265504414/,1795556278
PCLa,E8CF59,734881840,54,4071,"paracentral lobule, anterior part",4009,,/4005/4006/4007/4008/4009/4071/,93997762
PCLa,E8CF59,734881840,55,4072,"paracentral lobule, anterior part, left",4071,,/4005/4006/4007/4008/4009/4071/4072/,3239792610
PCLa-s,E8CF59,734881840,56,4073,"paracentral lobule, anterior part, left, superior bank of gyrus",4072,,/4005/4006/4007/4008/4009/4071/4072/4073/,795398449
PCLa-i,E8CF59,734881840,57,4074,"paracentral lobule, anterior part, left, inferior bank of gyrus",4072,,/4005/4006/4007/4008/4009/4071/4072/4074/,1617025913
PCLa,E8CF59,734881840,58,4075,"paracentral lobule, anterior part, right",4071,,/4005/4006/4007/4008/4009/4071/4075/,3105645442
PCLa-s,E8CF59,734881840,59,4076,"paracentral lobule, anterior part, right, superior bank of gyrus",4075,,/4005/4006/4007/4008/4009/4071/4075/4076/,2642703904
PCLa-i,E8CF59,734881840,60,4077,"paracentral lobule, anterior part, right, inferior bank of gyrus",4075,,/4005/4006/4007/4008/4009/4071/4075/4077/,3532487784
PTG,E8D059,734881840,61,4065,paraterminal gyrus,4009,,/4005/4006/4007/4008/4009/4065/,1436679472
PTG,E8D059,734881840,62,4066,"paraterminal gyrus, left",4065,,/4005/4006/4007/4008/4009/4065/4066/,1882223332
PTG,E8D059,734881840,63,4067,"paraterminal gyrus, right",4065,,/4005/4006/4007/4008/4009/4065/4067/,1355738506
PaOG,E8D259,734881840,64,4068,parolfactory gyri,4009,,/4005/4006/4007/4008/4009/4068/,1348789200
PaOG,E8D259,734881840,65,4069,"parolfactory gyri, left",4068,,/4005/4006/4007/4008/4009/4068/4069/,4277967962
PaOG,E8D259,734881840,66,4070,"parolfactory gyri, right",4068,,/4005/4006/4007/4008/4009/4068/4070/,2090450927
POrG,E8D459,734881840,67,4056,posterior orbital gyrus,4009,,/4005/4006/4007/4008/4009/4056/,2830024765
POrG,E8D459,734881840,68,4057,"posterior orbital gyrus, left",4056,,/4005/4006/4007/4008/4009/4056/4057/,1885400536
POrG,E8D459,734881840,69,4058,"posterior orbital gyrus, right",4056,,/4005/4006/4007/4008/4009/4056/4058/,2141307282
PrG,E8D659,734881840,70,4010,precentral gyrus,4009,,/4005/4006/4007/4008/4009/4010/,319519472
PrG,E8D659,734881840,71,4011,"precentral gyrus, left",4010,,/4005/4006/4007/4008/4009/4010/4011/,887032001
PrG-prc,E8D659,734881840,72,4012,"precentral gyrus, left, bank of the precentral sulcus",4011,,/4005/4006/4007/4008/4009/4010/4011/4012/,2604044285
PrG-sl,E8D659,734881840,73,4013,"precentral gyrus, left, superior lateral aspect of gyrus",4011,,/4005/4006/4007/4008/4009/4010/4011/4013/,786203055
PrG-il,E8D659,734881840,74,4014,"precentral gyrus, left, inferior lateral aspect of gyrus",4011,,/4005/4006/4007/4008/4009/4010/4011/4014/,2610123486
PrG-cs,E8D659,734881840,75,4015,"precentral gyrus, left, bank of the central sulcus",4011,,/4005/4006/4007/4008/4009/4010/4011/4015/,3684953087
PrG,E8D659,734881840,76,4016,"precentral gyrus, right",4010,,/4005/4006/4007/4008/4009/4010/4016/,462345911
PrG-prc,E8D659,734881840,77,4017,"precentral gyrus, right, bank of the precentral sulcus",4016,,/4005/4006/4007/4008/4009/4010/4016/4017/,527561901
PrG-sl,E8D659,734881840,78,4018,"precentral gyrus, right, superior lateral aspect of gyrus",4016,,/4005/4006/4007/4008/4009/4010/4016/4018/,1712577429
PrG-il,E8D659,734881840,79,4019,"precentral gyrus, right, inferior lateral aspect of gyrus",4016,,/4005/4006/4007/4008/4009/4010/4016/4019/,3546024164
PrG-cs,E8D659,734881840,80,4020,"precentral gyrus, right, bank of the central sulcus",4016,,/4005/4006/4007/4008/4009/4010/4016/4020/,1499115752
SFG,E8D959,734881840,81,4021,superior frontal gyrus,4009,,/4005/4006/4007/4008/4009/4021/,778210101
SFG,E8D959,734881840,82,4022,"superior frontal gyrus, left",4021,,/4005/4006/4007/4008/4009/4021/4022/,1781739617
SFG-m,E8D959,734881840,83,4023,"superior frontal gyrus, left, medial bank of gyrus",4022,,/4005/4006/4007/4008/4009/4021/4022/4023/,2495600395
SFG-l,E8D959,734881840,84,4024,"superior frontal gyrus, left, lateral bank of gyrus",4022,,/4005/4006/4007/4008/4009/4021/4022/4024/,2565469143
SFG,E8D959,734881840,85,4025,"superior frontal gyrus, right",4021,,/4005/4006/4007/4008/4009/4021/4025/,3439761767
SFG-m,E8D959,734881840,86,4026,"superior frontal gyrus, right, medial bank of gyrus",4025,,/4005/4006/4007/4008/4009/4021/4025/4026/,3724980518
SFG-l,E8D959,734881840,87,4027,"superior frontal gyrus, right, lateral bank of gyrus",4025,,/4005/4006/4007/4008/4009/4021/4025/4027/,3715897028
SRoG,E8DB59,734881840,88,4897,superior rostral gyrus,4009,,/4005/4006/4007/4008/4009/4897/,789681612
SRoG,E8DB59,734881840,89,4898,"superior rostral gyrus, left",4897,,/4005/4006/4007/4008/4009/4897/4898/,4281742358
SRoG,E8DB59,734881840,90,4899,"superior rostral gyrus, right",4897,,/4005/4006/4007/4008/4009/4897/4899/,66222332
Ins,FEFF61,734881840,91,4268,insula,4008,,/4005/4006/4007/4008/4268/,1618405041
LIG,FFF161,734881840,92,4269,long insular gyri,4268,,/4005/4006/4007/4008/4268/4269/,2224122869
LIG,FFF161,734881840,93,4270,"long insular gyri, left",4269,,/4005/4006/4007/4008/4268/4269/4270/,322144501
LIG,FFF161,734881840,94,4271,"long insular gyri, right",4269,,/4005/4006/4007/4008/4268/4269/4271/,975031938
SIG,EFFF61,734881840,95,4272,short insular gyri,4268,,/4005/4006/4007/4008/4268/4272/,1640436988
SIG,EFFF61,734881840,96,4273,"short insular gyri, left",4272,,/4005/4006/4007/4008/4268/4272/4273/,250735638
SIG,EFFF61,734881840,97,4274,"short insular gyri, right",4272,,/4005/4006/4007/4008/4268/4272/4274/,50577188
LL,BF934C,734881840,98,4219,limbic lobe,4008,,/4005/4006/4007/4008/4219/,717117454
CgG,7F6233,734881840,99,4220,cingulate gyrus,4219,,/4005/4006/4007/4008/4219/4220/,106835083
CgGf,7F5B33,734881840,100,4221,"cingulate gyrus, frontal part",4220,,/4005/4006/4007/4008/4219/4220/4221/,1529810498
CgGf,7F5B33,734881840,101,4222,"cingulate gyrus, frontal part, left",4221,,/4005/4006/4007/4008/4219/4220/4221/4222/,1045829793
CgGf-s,7F5B33,734881840,102,4223,"cingulate gyrus, frontal part, left, superior bank of gyrus",4222,,/4005/4006/4007/4008/4219/4220/4221/4222/4223/,1296310065
CgGf-i,7F5B33,734881840,103,4224,"cingulate gyrus, frontal part, left, inferior bank of gyrus",4222,,/4005/4006/4007/4008/4219/4220/4221/4222/4224/,38606201
CgGf,7F5B33,734881840,104,4225,"cingulate gyrus, frontal part, right",4221,,/4005/4006/4007/4008/4219/4220/4221/4225/,1446395647
CgGf-s,7F5B33,734881840,105,4226,"cingulate gyrus, frontal part, right, superior bank of gyrus",4225,,/4005/4006/4007/4008/4219/4220/4221/4225/4226/,2649119470
CgGf-i,7F5B33,734881840,106,4227,"cingulate gyrus, frontal part, right, inferior bank of gyrus",4225,,/4005/4006/4007/4008/4219/4220/4221/4225/4227/,3538899110
CgGp,7F6233,734881840,107,4228,"cingulate gyrus, parietal part",4220,,/4005/4006/4007/4008/4219/4220/4228/,4212655760
CgGp,7F6233,734881840,108,4229,"cingulate gyrus, parietal part, left",4228,,/4005/4006/4007/4008/4219/4220/4228/4229/,3847516988
CgGp-s,7F6233,734881840,109,4230,"cingulate gyrus, parietal part, left, superior bank of gyrus",4229,,/4005/4006/4007/4008/4219/4220/4228/4229/4230/,3384917432
CgGp-i,7F6233,734881840,110,4231,"cingulate gyrus, parietal part, left, inferior bank of gyrus",4229,,/4005/4006/4007/4008/4219/4220/4228/4229/4231/,2261301232
CgGp,7F6233,734881840,111,4232,"cingulate gyrus, parietal part, right",4228,,/4005/4006/4007/4008/4219/4220/4228/4232/,3629372269
CgGp-s,7F6233,734881840,112,4233,"cingulate gyrus, parietal part, right, superior bank of gyrus",4232,,/4005/4006/4007/4008/4219/4220/4228/4232/4233/,151446728
CgGp-i,7F6233,734881840,113,4234,"cingulate gyrus, parietal part, right, inferior bank of gyrus",4232,,/4005/4006/4007/4008/4219/4220/4228/4232/4234/,1175449216
CgGr,7F6933,734881840,114,4235,"cingulate gyrus, retrosplenial part",4220,,/4005/4006/4007/4008/4219/4220/4235/,2405297391
CgGr,7F6933,734881840,115,4236,"cingulate gyrus, retrosplenial part, left",4235,,/4005/4006/4007/4008/4219/4220/4235/4236/,2188803029
CgGr-s,7F6933,734881840,116,4237,"cingulate gyrus, retrosplenial part, left, superior bank of gyrus",4236,,/4005/4006/4007/4008/4219/4220/4235/4236/4237/,2749555600
CgGr-i,7F6933,734881840,117,4238,"cingulate gyrus, retrosplenial part, left, inferior bank of gyrus",4236,,/4005/4006/4007/4008/4219/4220/4235/4236/4238/,3974883800
CgGr,7F6933,734881840,118,4239,"cingulate gyrus, retrosplenial part, right",4235,,/4005/4006/4007/4008/4219/4220/4235/4239/,31632313
CgGr-s,7F6933,734881840,119,4240,"cingulate gyrus, retrosplenial part, right, superior bank of gyrus",4239,,/4005/4006/4007/4008/4219/4220/4235/4239/4240/,1020882796
CgGr-i,7F6933,734881840,120,4241,"cingulate gyrus, retrosplenial part, right, inferior bank of gyrus",4239,,/4005/4006/4007/4008/4219/4220/4235/4239/4241/,1943037220
SCG,7F5F33,734881840,121,4062,subcallosal cingulate gyrus,4220,,/4005/4006/4007/4008/4219/4220/4062/,300803942
SCG,7F5F33,734881840,122,4063,"subcallosal cingulate gyrus, left",4062,,/4005/4006/4007/4008/4219/4220/4062/4063/,652661940
SCG,7F5F33,734881840,123,4064,"subcallosal cingulate gyrus, right",4062,,/4005/4006/4007/4008/4219/4220/4062/4064/,1005808344
HiF,FFC466,734881840,124,4249,hippocampal formation,4219,,/4005/4006/4007/4008/4219/4249/,3189038665
DG,FFB566,734881840,125,12891,dentate gyrus,4249,,/4005/4006/4007/4008/4219/4249/12891/,3237694519
DG,FFB566,734881840,126,4258,"dentate gyrus, left",12891,,/4005/4006/4007/4008/4219/4249/12891/4258/,536540709
DG,FFB566,734881840,127,4267,"dentate gyrus, right",12891,,/4005/4006/4007/4008/4219/4249/12891/4267/,3166885160
CA1,FFBA66,734881840,128,12892,CA1 field,4249,,/4005/4006/4007/4008/4219/4249/12892/,1884221578
CA1,FFBA66,734881840,129,4254,"CA1 field, left",12892,,/4005/4006/4007/4008/4219/4249/12892/4254/,2204848931
CA1,FFBA66,734881840,130,4263,"CA1 field, right",12892,,/4005/4006/4007/4008/4219/4249/12892/4263/,1430118840
CA2,FFBF66,734881840,131,12893,CA2 field,4249,,/4005/4006/4007/4008/4219/4249/12893/,1101457943
CA2,FFBF66,734881840,132,4255,"CA2 field, left",12893,,/4005/4006/4007/4008/4219/4249/12893/4255/,1050755053
CA2,FFBF66,734881840,133,4264,"CA2 field, right",12893,,/4005/4006/4007/4008/4219/4249/12893/4264/,693945443
CA3,FFC466,734881840,134,12894,CA3 field,4249,,/4005/4006/4007/4008/4219/4249/12894/,3889291683
CA3,FFC466,734881840,135,4256,"CA3 field, left",12894,,/4005/4006/4007/4008/4219/4249/12894/4256/,3812091496
CA3,FFC466,734881840,136,4265,"CA3 field, right",12894,,/4005/4006/4007/4008/4219/4249/12894/4265/,3025347861
CA4,FFC966,734881840,137,12895,CA4 field,4249,,/4005/4006/4007/4008/4219/4249/12895/,578215725
CA4,FFC966,734881840,138,4257,"CA4 field, left",12895,,/4005/4006/4007/4008/4219/4249/12895/4257/,2655313968
CA4,FFC966,734881840,139,4266,"CA4 field, right",12895,,/4005/4006/4007/4008/4219/4249/12895/4266/,3516829653
IG,FFCE66,734881840,140,265504424,indusium griseum,4249,,/4005/4006/4007/4008/4219/4249/265504424/,1662367373
IG,FFCE66,734881840,141,265504428,"indusium griseum, left",265504424,,/4005/4006/4007/4008/4219/4249/265504424/265504428/,1269914616
IG,FFCE66,734881840,142,265504432,"indusium griseum, right",265504424,,/4005/4006/4007/4008/4219/4249/265504424/265504432/,1156853996
S,FFD366,734881840,143,12896,subiculum,4249,,/4005/4006/4007/4008/4219/4249/12896/,1521518645
S,FFD366,734881840,144,4251,"subiculum, left",12896,,/4005/4006/4007/4008/4219/4249/12896/4251/,4063689519
PrS,FFD366,734881840,145,4252,"presubiculum, left",4251,,/4005/4006/4007/4008/4219/4249/12896/4251/4252/,2013703656
PaS,FFD366,734881840,146,4253,"parasubiculum, left",4251,,/4005/4006/4007/4008/4219/4249/12896/4251/4253/,2820385922
ProS,FFD366,734881840,147,265504436,"prosubiculum, left",4251,,/4005/4006/4007/4008/4219/4249/12896/4251/265504436/,2360678340
Sub,FFD366,734881840,148,265504440,"subiculum proper, left",4251,,/4005/4006/4007/4008/4219/4249/12896/4251/265504440/,1779525977
S,FFD366,734881840,149,4260,"subiculum, right",12896,,/4005/4006/4007/4008/4219/4249/12896/4260/,1559949371
PrS,FFD366,734881840,150,4261,"presubiculum, right",4260,,/4005/4006/4007/4008/4219/4249/12896/4260/4261/,1500551038
PaS,FFD366,734881840,151,4262,"parasubiculum, right",4260,,/4005/4006/4007/4008/4219/4249/12896/4260/4262/,4106682937
ProS,FFD366,734881840,152,265504444,"prosubiculum, right",4260,,/4005/4006/4007/4008/4219/4249/12896/4260/265504444/,1801209895
Sub,FFD366,734881840,153,265504448,"subiculum proper, right",4260,,/4005/4006/4007/4008/4219/4249/12896/4260/265504448/,3842245536
PHG,BF934C,734881840,154,4242,parahippocampal gyrus,4219,,/4005/4006/4007/4008/4219/4242/,804601343
PHG,BF934C,734881840,155,4243,"parahippocampal gyrus, left",4242,,/4005/4006/4007/4008/4219/4242/4243/,1687307053
PHG-l,BF934C,734881840,156,4244,"parahippocampal gyrus, left, lateral bank of gyrus",4243,,/4005/4006/4007/4008/4219/4242/4243/4244/,1824599765
PHG-cos,BF934C,734881840,157,4245,"parahippocampal gyrus, left, bank of the cos",4243,,/4005/4006/4007/4008/4219/4242/4243/4245/,596254672
PHG,BF934C,734881840,158,4246,"parahippocampal gyrus, right",4242,,/4005/4006/4007/4008/4219/4242/4246/,2992780719
PHG-l,BF934C,734881840,159,4247,"parahippocampal gyrus, right, lateral bank of gyrus",4246,,/4005/4006/4007/4008/4219/4242/4246/4247/,864444213
PHG-cos,BF934C,734881840,160,4248,"parahippocampal gyrus, right, bank of the cos",4246,,/4005/4006/4007/4008/4219/4242/4246/4248/,3584875484
Pir,BF9E4C,734881840,161,10142,piriform cortex,4219,,/4005/4006/4007/4008/4219/10142/,524550472
Pir,BF9E4C,734881840,162,10143,"piriform cortex, left",10142,,/4005/4006/4007/4008/4219/10142/10143/,2250897672
Pir,BF9E4C,734881840,163,10144,"piriform cortex, right",10142,,/4005/4006/4007/4008/4219/10142/10144/,4186200658
OL,E88551,734881840,164,4180,occipital lobe,4008,,/4005/4006/4007/4008/4180/,693317856
Cun,E87751,734881840,165,4184,cuneus,4180,,/4005/4006/4007/4008/4180/4184/,3249958
Cun,E87751,734881840,166,4185,"cuneus, left",4184,,/4005/4006/4007/4008/4180/4184/4185/,2701848945
Cun-pest,E87751,734881840,167,4186,"cuneus, left, peristriate",4185,,/4005/4006/4007/4008/4180/4184/4185/4186/,1299356180
Cun-str,E87751,734881840,168,4187,"cuneus, left, striate",4185,,/4005/4006/4007/4008/4180/4184/4185/4187/,1845649277
Cun,E87751,734881840,169,4188,"cuneus, right",4184,,/4005/4006/4007/4008/4180/4184/4188/,3497701570
Cun-pest,E87751,734881840,170,4189,"cuneus, right, peristriate",4188,,/4005/4006/4007/4008/4180/4184/4188/4189/,465860904
Cun-str,E87751,734881840,171,4190,"cuneus, right, striate",4188,,/4005/4006/4007/4008/4180/4184/4188/4190/,3603590937
IOG,E87B51,734881840,172,4205,inferior occipital gyrus,4180,,/4005/4006/4007/4008/4180/4205/,585965945
IOG,E87B51,734881840,173,4206,"inferior occipital gyrus, left",4205,,/4005/4006/4007/4008/4180/4205/4206/,2485002824
IOG-s,E87B51,734881840,174,4207,"inferior occipital gyrus, left, superior bank of gyrus",4206,,/4005/4006/4007/4008/4180/4205/4206/4207/,1915164833
IOG-i,E87B51,734881840,175,4208,"inferior occipital gyrus, left, inferior bank of gyrus",4206,,/4005/4006/4007/4008/4180/4205/4206/4208/,1026429673
IOG,E87B51,734881840,176,4209,"inferior occipital gyrus, right",4205,,/4005/4006/4007/4008/4180/4205/4209/,2404002841
IOG-s,E87B51,734881840,177,4210,"inferior occipital gyrus, right, superior bank of gyrus",4209,,/4005/4006/4007/4008/4180/4205/4209/4210/,1842784941
IOG-i,E87B51,734881840,178,4211,"inferior occipital gyrus, right, inferior bank of gyrus",4209,,/4005/4006/4007/4008/4180/4205/4209/4211/,585081061
LiG,E88051,734881840,179,4191,lingual gyrus,4180,,/4005/4006/4007/4008/4180/4191/,59015633
LiG,E88051,734881840,180,4192,"lingual gyrus, left",4191,,/4005/4006/4007/4008/4180/4191/4192/,1859631619
LiG-pest,E88051,734881840,181,4193,"lingual gyrus, left, peristriate",4192,,/4005/4006/4007/4008/4180/4191/4192/4193/,2606018741
LiG-str,E88051,734881840,182,4194,"lingual gyrus, left, striate",4192,,/4005/4006/4007/4008/4180/4191/4192/4194/,3993674865
LiG,E88051,734881840,183,4195,"lingual gyrus, right",4191,,/4005/4006/4007/4008/4180/4191/4195/,1857977753
LiG-pest,E88051,734881840,184,4196,"lingual gyrus, right, peristriate",4195,,/4005/4006/4007/4008/4180/4191/4195/4196/,3133394044
LiG-str,E88051,734881840,185,4197,"lingual gyrus, right, striate",4195,,/4005/4006/4007/4008/4180/4191/4195/4197/,3757845449
OP,E88551,734881840,186,4181,occipital pole,4180,,/4005/4006/4007/4008/4180/4181/,2904552777
OP,E88551,734881840,187,4182,"occipital pole, left",4181,,/4005/4006/4007/4008/4180/4181/4182/,706182893
OPs,E88551,734881840,188,4909,"occipital pole, left, superior aspect",4182,,/4005/4006/4007/4008/4180/4181/4182/4909/,2591020320
OPi,E88551,734881840,189,4910,"occipital pole, left, inferior aspect",4182,,/4005/4006/4007/4008/4180/4181/4182/4910/,2221558271
OPl,E88551,734881840,190,4911,"occipital pole, left, lateral aspect",4182,,/4005/4006/4007/4008/4180/4181/4182/4911/,444216576
OP,E88551,734881840,191,4183,"occipital pole, right",4181,,/4005/4006/4007/4008/4180/4181/4183/,692613666
OPs,E88551,734881840,192,4912,"occipital pole, right, superior aspect",4183,,/4005/4006/4007/4008/4180/4181/4183/4912/,3128269141
OPi,E88551,734881840,193,4913,"occipital pole, right, inferior aspect",4183,,/4005/4006/4007/4008/4180/4181/4183/4913/,2758804874
OPl,E88551,734881840,194,4914,"occipital pole, right, lateral aspect",4183,,/4005/4006/4007/4008/4180/4181/4183/4914/,1874064245
OTG,E88A51,734881840,195,4198,occipito-temporal gyrus,4180,,/4005/4006/4007/4008/4180/4198/,4108662641
OTG,E88A51,734881840,196,4199,"occipito-temporal gyrus, left",4198,,/4005/4006/4007/4008/4180/4198/4199/,3680346986
OTG-s,E88A51,734881840,197,4200,"occipito-temporal gyrus, left, superior bank of gyrus",4199,,/4005/4006/4007/4008/4180/4198/4199/4200/,2398076472
OTG-i,E88A51,734881840,198,4201,"occipito-temporal gyrus, left, inferior bank of gyrus",4199,,/4005/4006/4007/4008/4180/4198/4199/4201/,3253122160
OTG,E88A51,734881840,199,4202,"occipito-temporal gyrus, right",4198,,/4005/4006/4007/4008/4180/4198/4202/,1516580476
OTG-s,E88A51,734881840,200,4203,"occipito-temporal gyrus, right, superior bank of gyrus",4202,,/4005/4006/4007/4008/4180/4198/4202/4203/,3841542635
OTG-i,E88A51,734881840,201,4204,"occipito-temporal gyrus, right, inferior bank of gyrus",4202,,/4005/4006/4007/4008/4180/4198/4202/4204/,2884649891
SOG,E88F51,734881840,202,4212,superior occipital gyrus,4180,,/4005/4006/4007/4008/4180/4212/,4204282467
SOG,E88F51,734881840,203,4213,"superior occipital gyrus, left",4212,,/4005/4006/4007/4008/4180/4212/4213/,934951438
SOG-s,E88F51,734881840,204,4214,"superior occipital gyrus, left, superior bank of gyrus",4213,,/4005/4006/4007/4008/4180/4212/4213/4214/,2696613818
SOG-i,E88F51,734881840,205,4215,"superior occipital gyrus, left, inferior bank of gyrus",4213,,/4005/4006/4007/4008/4180/4212/4213/4215/,4021421554
SOG,E88F51,734881840,206,4216,"superior occipital gyrus, right",4212,,/4005/4006/4007/4008/4180/4212/4216/,274099364
SOG-s,E88F51,734881840,207,4217,"superior occipital gyrus, right, superior bank of gyrus",4216,,/4005/4006/4007/4008/4180/4212/4216/4217/,3881959254
SOG-i,E88F51,734881840,208,4218,"superior occipital gyrus, right, inferior bank of gyrus",4216,,/4005/4006/4007/4008/4180/4212/4216/4218/,2825450782
